ra,dec,koi_prad,koi_depth,koi_period,koi_teq,koi_steff,koi_slogg,koi_srad,koi_smass,mission
78.3391194,16.4141986,9.916,,3.38628,,6100.0,3.94,1.24,1.09,k2
240.0333095,-23.1894196,1.655,,4.01593,1310.0,5705.0,,1.141,1.054,k2
332.6357627,-11.1661157,1.72,0.0484,5.025831,,4679.0,,0.72,,k2
52.3420548,22.2993491,12.3,,4.098506,,5567.0,4.48,0.92,0.93,k2
100.8480137,27.2521823,,,2.79082479,,,,,,k2
74.7008149,18.16905,,,4.20566,,5006.0,,0.9,,k2
99.8979924,25.4824005,,,3.79985363,,,,,,k2
338.3682095,-9.0229405,1.67,0.0432,4.6049829,,4843.0,,0.74,,k2
208.9014508,-6.1360833,3.17053923,0.21167297,,609.33,4550.0,4.60155,0.701485,,k2
202.0161895,-15.9379749,2.12171156,,6.326674,,5733.0,4.51,0.946965,,k2
163.0323119,0.493167,9.50521563,0.2804,11.633478,1030.0,5503.0,4.111,1.641,1.266,k2
132.7376431,13.170269,1.79,,9.398977,909.0,5994.0,4.43,1.06,1.1,k2
94.2064312,24.5958335,2.79,0.255,14.567025,,3731.0,,0.51,,k2
134.7188514,21.0747961,,,5.7459996,,3348.0,4.926,0.3073,0.29,k2
136.5741931,19.4020565,5.76,,19.49221,817.0,6069.0,4.22,1.39,1.17,k2
128.8572472,12.075397,0.65,,2.17807,,3511.0,4.81787,0.409602,0.402278,k2
129.6010863,20.1060074,3.59,,1.673833,1748.0,6168.0,4.35,1.22,1.23,k2
66.2363638,18.8273617,7.6,,9.726618,979.0,5747.0,4.208,1.401,1.164,k2
132.1698795,20.4550162,3.01612551,0.12692031,8.43889970961,663.34,4783.6,4.59,0.735345,,k2
188.1373172,-9.6076115,12.33083015,1.44560192,6.56920797691,212.68,5712.0,4.43116,1.01702,,k2
208.9014508,-6.1360833,1.87,,3.225338,861.0,4648.0,4.64,0.68,0.73,k2
207.0782895,-11.5889878,12.72,1.512,3.588162,,,,0.982,,k2
129.8137008,23.3574367,,0.034,7.81110453,,5906.9,4.29671,1.21722,1.07,k2
126.5535002,12.281851,,,20.273017,,5657.0,4.53,0.88,0.95,k2
187.3576911,-10.9850682,16.40718966,3.0096534,15.32811688418,674.85,5417.0,4.46174,0.943467,,k2
70.1493775,25.0098135,1.603,,4.86784,,3655.0,,0.455,0.461,k2
125.2239144,16.0907958,,0.524,8.56394776,,5545.28,4.4095,1.02304,0.98,k2
208.9014508,-6.1360833,2.67,,7.37442,639.0,4507.0,4.6,0.68,0.69,k2
18.4241015,3.0970732,2.65,0.12797,9.795647,,4349.0,4.72,0.678,0.622,k2
126.4882114,11.5110933,5.06645928,0.093,10.1367349,1185.0,6260.0,4.169,1.518,1.246,k2
252.426008,-19.5430504,3.75,,31.71922,505.0,5315.0,4.43,0.87,0.87,k2
129.6010863,20.1060074,,0.086,1.67344228,,6115.49,4.32901,1.21742,1.153,k2
179.4915118,2.321497,1.79,,7.28116,,3726.0,4.70134,0.541438,0.537488,k2
348.9490311,-10.8497391,3.11,,8.26147,757.0,5283.0,4.538,0.839,0.916,k2
169.6327547,-1.7740582,11.0,2.37,1.7292591,,4271.0,,0.66,,k2
163.0323119,0.493167,9.52765,0.2801,11.63344,1080.0,5537.0,4.21,1.65,1.1,k2
252.426008,-19.5430504,,0.344,8.99002105,,5274.0,4.53357,0.851795,0.904,k2
129.6010863,20.1060074,,0.06,1.6739,,6115.49,4.32901,1.21742,1.153,k2
61.1318619,16.216647,,0.062,2.16594452,,6194.54,4.28076,1.30635,1.188,k2
126.4882114,11.5110933,4.3,,10.13675,1102.0,6120.0,4.23,1.311,1.074,k2
291.4787013,-23.2028183,12.77,1.3791,4.175235,,,,1.0878,,k2
52.818831,19.8913826,2.7,0.0162,0.8925,,,,2.0,,k2
171.5151874,1.2306237,5.36,,6.771315,,5797.0,4.42,1.03,1.01,k2
252.426008,-19.5430504,3.32,,20.6602,,5428.0,4.449,0.92,0.88,k2
64.6449782,19.1790392,3.97,,0.870775,,5875.0,4.04,0.88,,k2
188.1373172,-9.6076115,13.04635343,,6.569213,,5637.0,4.33,1.047599,1.017113,k2
127.5787231,22.2359194,13.8,0.8175,2.995653,,6380.0,4.239,1.398,,k2
76.8673317,16.8676948,18.41635529,0.925,2.62669762,2090.0,6860.0,4.161,1.755,1.637,k2
52.8888524,22.4348186,1.46,0.0235,1.82876,,,,0.938,,k2
19.5505861,2.7027847,12.0,,4.046005,,,,1.38,,k2
130.6641653,19.4143598,,21.3762,1.982809,,3330.0,4.958,0.291,,k2
127.882912,11.922255,10.71,1.6232,11.390955,,,,0.854,,k2
353.6162694,-1.5799849,,,3.4088353,,6150.0,4.37,1.094,1.021,k2
348.9490311,-10.8497391,1.51,,2.35309,,5356.3,4.54,0.863,0.935,k2
59.464829,18.4649505,,0.027,0.68458757,,4222.0,4.52609,0.734112,0.66,k2
136.2000475,13.7954456,,1.6989,2.007472,,3790.0,4.783,0.473,,k2
126.4643579,10.246577,4.4,,8.867259,,,,0.65,,k2
94.2064312,24.5958335,3.55068952,0.34078487,,104.26,3683.0,4.72407,0.515263,,k2
290.8101704,-20.1663771,13.85,,1.915291,1746.0,5599.0,4.1,1.56,1.1,k2
157.9356855,0.9372782,3.17788403,0.18976641,14.69808003166,512.94,4362.0,4.53943,0.733789,,k2
127.882912,11.922255,,1.3265,11.391,,4913.0,4.46161,0.875936,0.81,k2
124.4925984,15.9879159,1.9422,,2.5819,,,,,,k2
70.1493775,25.0098135,2.02,0.19,11.0234,,3655.0,,0.47,0.51,k2
130.6641653,19.4143598,10.89107018,13.21050435,1.9828041248,543.47,3213.0,4.93347,0.293047,,k2
350.0155012,-1.7437843,2.511,,7.539949,,5661.0,4.338,1.205,1.157,k2
349.3843458,1.3001522,2.65245,0.105,3.4715644,1163.0,5144.5,4.6,0.77,,k2
19.4493823,6.8688469,12.14,,5.817685,1098.0,5660.0,4.27,1.24,1.04,k2
348.9490311,-10.8497391,1.49,,2.35321,1157.0,5283.0,4.538,0.839,0.916,k2
336.5761233,-18.011665,2.3,,9.97748,1174.0,6011.0,,1.494,1.01,k2
252.426008,-19.5430504,3.33,,31.7169,500.0,5274.0,4.49,0.855,0.84,k2
163.0323119,0.493167,10.264,0.348,11.6332127,935.0,5287.7,3.88,1.73,,k2
73.7667927,18.654323,11.859122,0.7764,11.168459,1001.0,5888.0,4.273,1.233,1.039,k2
342.0316493,-14.4947789,1.66165565,,2.369008,,5509.0,4.49,0.889069,,k2
133.8557342,10.4692176,,0.1317,1.292,,3689.0,4.72452,0.514745,0.512437,k2
129.6010863,20.1060074,3.44449,0.0863,1.6739029,1461.0,6115.5,4.33,1.22,,k2
208.9014508,-6.1360833,2.45,0.1739,7.37426,,,,0.582,,k2
338.3682095,-9.0229405,7.09,,4.60497,,4993.0,3.682,2.59,1.17,k2
207.6554928,-6.8040714,,,1.337116562,,4645.0,4.601,0.713,0.74,k2
18.5884331,1.0047964,3.9467,0.1723,2.5048178,1282.0,5328.0,4.47,0.92,,k2
126.5535002,12.281851,,,20.2729861,,5560.0,4.461,0.881,0.831,k2
70.1493775,25.0098135,2.46843,0.1943,11.0248821,734.0,3798.0,4.77,0.46,,k2
153.3500149,3.9601293,2.96374,0.12,5.7519475,690.0,4181.8,4.4,0.84,,k2
73.9932162,16.9493593,,,10.1997,,5340.0,,0.97,,k2
133.8179435,11.5488678,14.64,,4.8718955,1663.0,6972.0,4.1,1.82,1.53,k2
338.3682095,-9.0229405,,,4.6028,,4911.0,,3.12057,,k2
154.6710977,10.1288464,7.263432,0.1477,11.8143,1068.0,5622.0,4.083,1.733,1.324,k2
76.8673317,16.8676948,,,2.6266658,,6367.0,4.15,1.69,1.39,k2
125.2239144,16.0907958,6.89,0.5513,8.56222,,,,0.928,,k2
123.3818484,16.419516,,0.083,4.73360988,,5496.0,3.93163,1.75896,0.964,k2
132.1698795,20.4550162,2.51,0.1095,8.43903,,,,0.704,,k2
126.3882156,10.1705808,6.52719853,0.19133335,1.38521606684,2071.92,6294.0,4.20464,1.451,,k2
133.8557342,10.4692176,2.1,,1.291651,,,,0.52,,k2
169.117028,-3.9754405,4.13,,3.47114,,3939.0,4.698,0.57,0.6,k2
295.0364167,-24.7829615,1.52,0.036,6.63107,,,,0.761,,k2
128.0731788,22.005792,,0.07,7.11047482,,5595.68,4.51583,0.909317,0.989,k2
126.9366624,17.5793267,7.5,,5.185761,723.0,4551.0,4.63,0.68,0.72,k2
18.4241015,3.0970732,2.6,,9.795546,,,,0.67,,k2
19.1306968,-0.290103,8.68300668,,50.693644,,5220.0,4.54,0.792931,,k2
126.9366624,17.5793267,7.64369371,,5.185759,,4695.0,4.68,0.686484,0.72709,k2
52.3420548,22.2993491,11.646151,1.603,4.098503,1092.0,5425.0,4.54,0.844,0.9,k2
203.6214411,-15.0365158,2.48429818,,6.67934,,5503.0,4.61,0.862285,0.927528,k2
172.3353708,-1.4551364,,,24.646582,,3896.0,4.734,0.561,0.601,k2
134.0820135,13.1927828,,0.0255,2.047195,,6150.0,4.476,0.958,,k2
127.5787231,22.2359194,11.99363,0.82,2.99561,,6132.0,4.17,1.22,0.64,k2
52.3420548,22.2993491,13.14,1.7119,4.0984897,,,,0.921,,k2
175.9080328,6.5637842,,,2.655674403,,5685.0,4.48,,,k2
169.117028,-3.9754405,4.2314265,0.42803883,3.4712802624,636.76,3696.0,4.68275,0.563,,k2
342.0316493,-14.4947789,1.71,,2.369172,,5477.0,4.419,0.977,0.915,k2
349.0634651,0.3066895,13.22170304,1.1929862,4.53346998242,1206.89,5846.0,4.31,1.1971,,k2
19.5505861,2.7027847,,,4.04605063,,6410.0,4.1,1.696,1.32,k2
99.8979924,25.4824005,40.0,,3.80001,,4441.0,4.631,0.68,,k2
348.9490311,-10.8497391,3.30997,0.1343,8.2616616,794.0,5281.0,4.53,0.86,,k2
132.1698795,20.4550162,2.50448263,0.1163604,3.28102986099,908.85,4783.6,4.59,0.735345,,k2
127.762837,10.8475571,14.68379,,8.4061,,4790.0,3.26,4.2,1.16,k2
348.9490311,-10.8497391,3.18,,41.96645,445.0,5283.0,4.538,0.839,0.916,k2
239.6968009,-21.8948659,133.0,0.9753,,,,,8.12,,k2
54.2743233,19.4995945,12.0,1.1942,59.84871,,,,1.067,,k2
289.202402,-19.3559227,8.84505104,,3.142846,,6235.0,4.22,1.29462,1.214365,k2
11.4802354,6.3470302,1.79105,0.056,2.1747824,1013.0,4542.0,4.58,0.71,,k2
252.426008,-19.5430504,5.17103245,,8.991942,,5415.0,4.73,0.839164,0.915819,k2
349.3843458,1.3001522,2.59,0.097,3.471745,1088.9,4975.0,4.4,0.787,0.83,k2
175.9080328,6.5637842,11.1,,2.6556817,,5426.0,4.5,0.88,,k2
171.5151874,1.2306237,,0.267,6.77093147,,5231.0,4.4862,0.89254,0.89,k2
65.469614,21.3532633,1.9,0.074,40.718,381.0,4258.0,4.6,0.58,0.65,k2
136.5741931,19.4020565,5.96,0.1639,19.49183,,,,1.403,,k2
76.8673317,16.8676948,17.396368,0.947,2.6266657,1957.0,6367.0,4.15,1.69,1.39,k2
60.7929729,16.347166,2.59,,19.56325,,4246.81,4.49725,0.758892,0.66,k2
138.9529161,15.1376825,12.83075359,1.59987683,23.89959501695,476.17,4736.5,4.55,0.76962,,k2
252.426008,-19.5430504,1.01,,4.34882,,,,0.845,0.856,k2
233.0743401,-22.3583447,9.494023,,14.893291,804.0,5695.0,4.398,1.07,1.056,k2
233.0743401,-22.3583447,9.33708092,,14.89329,,5695.0,4.398,1.07,1.06,k2
233.0743401,-22.3583447,9.86390302,0.64,14.893289,,5625.0,4.32,1.1,1.03,k2
154.6710977,10.1288464,7.39794,0.1509,11.8143,1089.0,5576.0,4.016,1.747,1.157,k2
130.6641653,19.4143598,,9.33,1.9828,,3213.0,4.93347,0.293047,0.268704,k2
123.1521655,17.9301228,7.91722863,1.53516498,0.45220130587,1326.28,3739.0,4.6228,0.633946,,k2
19.1306968,-0.290103,8.85,1.1041,50.69369,,,,0.781,,k2
161.451913,6.419318,2.678,,17.27474,,5716.0,4.197,1.28,0.944,k2
342.0316493,-14.4947789,1.63,0.0338,2.3690438,,5261.0,,0.81,,k2
163.0323119,0.493167,,,11.6334758,,5537.0,4.21,1.65,1.1,k2
202.0161895,-15.9379749,2.07,,6.326763,958.0,5741.0,4.48,0.97,1.02,k2
19.5505861,2.7027847,18.2851,0.8004,4.0460644,2509.0,6404.0,4.03,1.81,,k2
252.426008,-19.5430504,3.41411198,,31.715061,,5415.0,4.73,0.839164,0.915819,k2
11.4802354,6.3470302,1.67844825,,2.174789,,4591.0,4.59,0.665648,0.699496,k2
133.8557342,10.4692176,,0.146,1.291626,,3689.0,4.72452,0.514745,0.512437,k2
76.8673317,16.8676948,,,2.6266974,,6367.0,4.15,1.69,1.39,k2
169.6327547,-1.7740582,6.71,,1.7292684,,4103.0,4.824,0.445,0.503,k2
127.5787231,22.2359194,13.96620332,,2.995646,,5990.0,4.11,1.454974,1.119935,k2
134.6902795,20.8689789,9.1,0.3348,5.169887,,6830.0,4.256,1.45,,k2
348.9490311,-10.8497391,2.26,,3.56015,1012.0,5283.0,4.538,0.839,0.916,k2
125.4202985,13.4975122,3.55,0.1338,8.26698,,,,0.947,,k2
126.4643579,10.246577,2.13,,8.8656,672.0,5166.0,4.63,0.638,0.67,k2
245.4405531,-23.548273,12.57069193,0.73853107,1.25781300511,1603.98,5340.0,4.37794,1.02904,,k2
129.6010863,20.1060074,,0.0589,1.674,,6115.49,4.32901,1.21742,1.153,k2
127.1544879,10.2494875,,,13.8253157,,5163.0,4.58,0.75,0.78,k2
227.5096887,-18.8126177,6.31,,10.205377,,6332.0,4.062,2.356,2.312,k2
174.7455392,-3.9055746,,0.13,10.00617969,,4120.0,4.57369,0.684348,0.64,k2
290.8101704,-20.1663771,13.74175585,0.73831867,1.91552575756,1764.73,5494.0,4.02415,1.58042,,k2
127.762837,10.8475571,11.5,,8.406951,,,,4.79,,k2
19.6101417,6.8167277,10.054473,,4.024867,852.0,4444.0,4.63,0.7,0.74,k2
140.3390845,14.3678691,1.61084174,0.01596404,0.71957120984,2301.94,5910.0,4.27216,1.25505,,k2
99.8979924,25.4824005,,,3.79985297,,4390.0,4.667,0.617,0.645,k2
337.0442461,-14.5993376,1.41,0.0239,6.37961,,5347.0,,0.83,,k2
169.6327547,-1.7740582,11.4,2.406,1.7292577,,,,0.729,,k2
126.4643579,10.246577,2.46597575,0.0987,8.865663,797.5,5365.0,4.591,0.719,0.735,k2
289.4007603,-22.3900092,16.667783,,3.6191634,,5871.0,4.13349,1.46198,1.06,k2
130.180046,10.9829509,,0.0977,4.737,,5180.6,4.58536,0.790862,0.878,k2
289.202402,-19.3559227,,0.49689754,3.14324025965,1244.27,5780.0,4.438,,,k2
338.3682095,-9.0229405,7.04461252,0.04355578,4.60808540736,1124.99,4911.0,4.438,3.12057,,k2
243.8127455,-27.2622661,0.62,0.01515,1.83916,,,,0.48,,k2
342.3858995,-10.6754686,,,2.4841987,,6100.0,4.29,1.26,1.14,k2
208.9014508,-6.1360833,2.78,,7.374694,653.0,4648.0,4.64,0.68,0.73,k2
59.6471914,25.3885872,,0.817,2.34951024,,7418.48,4.31257,1.50652,1.7,k2
126.0234932,22.7832013,5.27465763,,3.209149,,5182.0,4.55,0.839324,,k2
137.2015437,11.8622503,1.1017624,0.28089118,4.01798053813,374.41,3166.0,5.07428,0.194357,,k2
252.426008,-19.5430504,3.01,,20.6602,619.0,5275.0,4.49,0.845,0.856,k2
137.3794986,16.3558324,2.213,,16.43445,,5789.0,4.386,0.907,0.731,k2
349.3843458,1.3001522,2.48,0.1,10.45582,619.9,4975.0,4.4,0.787,0.83,k2
342.3858995,-10.6754686,,0.879,2.48450535,,6089.0,4.28359,1.27553,1.14,k2
134.6902795,20.8689789,9.23587,0.311,5.1699026,1356.0,6283.4,4.18,1.48,,k2
11.4802354,6.3470302,1.63,0.062,2.174829,,,,0.638,,k2
342.3858995,-10.6754686,14.23543,,2.484193,,6100.0,,1.26,1.14,k2
52.8888524,22.4348186,3.83,0.1449,8.74809,,,,0.938,,k2
52.3420548,22.2993491,12.65164357,,4.098492,,5574.0,4.53,0.909346,0.969658,k2
353.6162694,-1.5799849,14.2632,1.6032,3.408833,1430.0,6134.0,4.41,1.11,,k2
353.6162694,-1.5799849,13.596517,,3.40883,,6150.0,,1.094,1.021,k2
353.6162694,-1.5799849,13.597,1.3,3.40883,1468.0,6150.0,4.37,1.094,1.021,k2
127.5787231,22.2359194,13.75,,2.9956348,1687.0,6168.0,4.2,1.42,1.16,k2
54.2743233,19.4995945,11.75567728,1.13927508,59.847399221,211.04,5765.3,4.38,1.09215,,k2
353.6162694,-1.5799849,,,3.40883458,,,,,,k2
65.469614,21.3532633,2.2098839,0.10681331,13.85327454047,450.75,3893.47,4.58272,0.655766,,k2
289.3917955,-16.8717267,10.98,1.0517,5.292627,,,,1.058,,k2
252.426008,-19.5430504,2.74,,20.66186,,,,0.845,0.856,k2
172.3353708,-1.4551364,,0.145,10.05176778,,3920.0,4.6932,0.550856,0.546024,k2
289.3917955,-16.8717267,11.52204139,1.12532759,5.29136017752,1027.17,5555.0,4.39749,1.03676,,k2
132.1698795,20.4550162,,0.084,8.438,,4783.55,4.5927,0.735345,0.772,k2
127.882912,11.922255,10.59248676,1.361,11.390931,701.4,4899.0,4.534,0.832,0.863,k2
18.4241015,3.0970732,2.82375991,0.16337954,9.79565352601,552.14,4147.0,4.55,0.706632,,k2
252.426008,-19.5430504,5.038,,8.99196,761.0,5274.0,4.49,0.855,0.84,k2
348.9490311,-10.8497391,3.39,,8.26146,,5356.3,4.54,0.863,0.935,k2
60.7929729,16.347166,2.78,0.15,19.56236,,,,0.669,,k2
127.5787231,22.2359194,,0.731,2.99529334,,6135.47,4.20966,1.4022,1.162,k2
157.9356855,0.9372782,3.3,0.18,0.658524,1515.0,4285.0,4.581,0.703,0.686,k2
55.2559307,13.5191871,4.55,0.105,10.99501,,,,1.3704,,k2
170.1031027,1.2858679,1.69,,5.60906,,4426.0,4.697,0.601,0.663,k2
126.4643579,10.246577,2.41012773,,8.865932,,5263.0,4.7,0.681111,0.730322,k2
289.202402,-19.3559227,15.513256,,3.1428347,,,,,,k2
348.9490311,-10.8497391,2.66,,5.40478,,5378.0,4.59,0.86,0.93,k2
338.3682095,-9.0229405,8.2,,4.60543,,4881.0,3.44,3.88,1.53,k2
129.8137008,23.3574367,2.70889,0.048,7.8092052,1085.0,5906.9,4.3,1.22,,k2
163.0323119,0.493167,,,11.633482,,,,,,k2
63.2739346,15.2477027,3.43,,3.484552,,3180.0,,0.295,0.294,k2
64.2438245,14.7715619,14.61863458,4.71105706,4.72048898787,526.86,3553.0,4.74625,0.489916,,k2
252.426008,-19.5430504,5.13,,8.99213,817.0,5275.0,4.49,0.845,0.856,k2
252.426008,-19.5430504,3.77,,31.7154,,5428.0,4.449,0.92,0.88,k2
100.8480137,27.2521823,19.1,0.944,2.7908821,,6659.0,,1.8,,k2
127.882912,11.922255,11.1,,11.391432,,,,0.9,,k2
100.8480137,27.2521823,16.432394,,2.7908327,1840.0,6566.0,4.24,1.428,1.296,k2
19.6101417,6.8167277,9.56,2.1878,4.0248883,,,,0.665,,k2
253.1604535,-19.1616989,27.0,,4.377326,,5928.0,4.08,1.43,,k2
131.65,19.0138889,,5.2542,9.485826,,,,,,k2
133.8557342,10.4692176,1.96,,1.291505,,3842.12,,0.491598,0.582006,k2
127.762837,10.8475571,13.45077684,0.0891,8.407115,1566.0,4673.0,3.276,4.14,1.17,k2
174.9602543,0.603596,7.46,0.665,7.9194979,,5368.0,,0.84,,k2
124.4925984,15.9879159,10.29,,2.5844972,2277.0,6471.0,4.24,1.39,1.26,k2
175.9080328,6.5637842,11.1,1.4877,2.655676,,,,0.884,,k2
168.9116543,4.1931655,1.59,0.0946,6.662,,,,0.483,,k2
100.8480137,27.2521823,16.432394,,2.7908327,,6566.0,,1.428,1.296,k2
348.9490311,-10.8497391,2.46,,5.40484,888.0,5283.0,4.538,0.839,0.916,k2
333.4267738,-12.0663429,3.66,0.079,25.4569,,,,1.269,,k2
169.3034598,-1.8778254,1.5,,5.73597,,4021.0,4.823,0.462,0.52,k2
337.1055746,-6.0867177,,,11.9897,,5759.0,4.05666,1.57442,1.03,k2
240.4445692,-20.4447494,,1.26,0.2338108,,,,,,k2
245.2698986,-18.7691674,68.0,0.361,3.75927,,,,10.7,,k2
338.4759328,-10.0849917,2.89,,13.97896,,5622.0,4.478,0.93,0.94,k2
198.8436817,-6.4649888,1.423,,3.3596055,1229.9,5212.9,,0.757,0.799,k2
96.1610663,21.1257415,6.6,0.1234,2.469851,,,,1.479,,k2
335.4506923,-14.5933554,1.62,0.0197,7.5734,,,,1.0849,,k2
133.7094899,11.8482712,3.1,,9.3261,,,,0.78,,k2
134.0284308,14.6429247,,21.782,1.348851,,6311.4,4.24688,1.38773,1.24,k2
293.5607117,-23.1312775,1.47,0.02514,1.059806,,,,0.92,,k2
340.3502909,-5.4936767,5.149,,27.837146,,4241.0,4.696,0.64,0.741,k2
175.0972238,4.5574311,2.14,,19.07536,523.0,4761.0,,0.64,0.67,k2
338.844896,-7.469895,2.54862479,,7.817949,,6022.0,4.26,1.238022,1.173509,k2
98.047519,27.2197459,2.14,,1.84617,,3252.0,5.08,0.21,,k2
14.6903464,1.382807,0.86850263,,2.080615,,4720.0,4.46,0.712365,0.74479,k2
140.3390845,14.3678691,1.613,,0.719573,2463.0,5959.0,,1.22,1.18,k2
208.3794531,-16.6597257,,0.1013,4.174,,3620.0,4.7034,0.539055,0.535304,k2
246.8110909,-27.9571047,12.9,,13.0106,,,,,,k2
172.804304,0.9586366,1.48,0.0401,6.39916,,,,0.7006,,k2
128.1695507,23.0320039,32.0,,0.898312,,,,0.79,,k2
169.4827046,2.6190363,2.5,,0.381078,2100.0,3830.0,4.65,0.57,0.6,k2
131.9735167,12.2317861,1.73,0.0399,18.6393,,,,0.821,,k2
172.3353708,-1.4551364,2.078,,10.0546535,501.3,3844.0,4.704,0.546,0.549,k2
228.2482353,-16.7246474,1.95,,3.5951,1616.0,5430.0,3.99,1.71,1.05,k2
295.9133252,-23.4870183,19.43,2.558,10.14588,,,,1.198,,k2
21.1061587,1.7049101,1.3,,0.669532,,5360.0,4.7,0.79,,k2
174.011661,-2.5209338,2.08,0.0342,5.656256,,5840.0,,1.03,,k2
174.011661,-2.5209338,2.93920584,,5.656304,,5722.0,4.02,1.561446,1.049582,k2
132.8847309,17.319892,8.83310242,,1.106175,,5851.0,4.43,0.90632,,k2
126.4762179,20.3593384,1.21,,2.219282,814.0,4027.0,4.68,0.6,0.62,k2
333.8218395,-14.049857,1.75221592,,22.88159,,5134.0,4.54,0.803348,0.857874,k2
130.4102091,17.6399744,,0.071,21.17623917,,3811.0,4.65371,0.597044,0.585671,k2
291.5953596,-22.2477071,8.01,0.3463,19.89531,,,,1.367,,k2
354.2752059,-2.7205541,8.559,,1.29655,,3583.0,4.645,0.586,0.54,k2
19.3047733,9.5012663,1.49,,3.835476,566.0,3695.0,4.8,0.45,0.47,k2
350.0195346,-8.4343947,,,11.82469,,4975.0,,0.79,,k2
293.8330329,-28.498475,1.38,,0.961917,,3672.0,4.72,0.554,0.583,k2
135.3639735,11.6076104,,0.4046,16.168833,,5186.0,3.371,5.653,,k2
333.8218395,-14.049857,1.62512091,,2.537071,,5134.0,4.54,0.803348,0.857874,k2
287.1277235,-22.4921765,2.21,0.0605,11.86386,,,,0.848,,k2
246.6429443,-15.7925384,3.2,,13.15628,,3809.0,4.89,0.38,,k2
199.377741,-6.3716288,2.228,,8.491003,,5432.0,4.51,0.841,0.836,k2
132.0098683,16.9017663,2.6,,7.727574,,,,0.71,,k2
52.8346342,18.3160503,1.19,0.209,5.76808,,,,0.249,,k2
247.1370292,-24.7987348,,0.26,8.2781,,6520.0,,,,k2
59.8886978,19.5192704,,,11.37698,,4397.0,,0.64,,k2
69.3533869,15.4943603,30.186,,2.46564,,7068.0,3.927,2.497,1.913,k2
281.4406307,-26.0651403,20.5,,21.568409,,,,1.21,,k2
175.0972238,4.5574311,1.84,0.1065,19.0702,,,,0.544,,k2
131.2665588,13.5497322,2.95,,4.400028,848.0,4877.0,4.59,0.77,0.85,k2
59.9013782,15.5587994,1.7,0.1462,9.99791,,,,0.424,,k2
130.746916,12.8116845,,23.2835,1.641114,,8231.0,4.65708,1.10451,2.02,k2
330.330489,-11.7244144,2.11,0.061,7.4448754,,5132.0,,0.78,,k2
124.3327803,17.683961,,0.088,0.95017067,,5339.0,4.65577,0.746527,0.92,k2
127.6541149,23.2451004,1.52,0.0209,4.70751,,,,0.998,,k2
201.7367736,-8.7634221,,0.0458,1.055,,3445.0,4.7085,0.533176,0.529871,k2
250.4137354,-22.8284511,30.7,10.6,24.193613,,5457.0,,0.87,,k2
334.492397,-4.8647054,,2.292,8.15306759,,5445.0,3.94879,1.71199,0.95,k2
13.0588652,1.9389164,0.784,0.0867,5.1645,,,,0.255,,k2
51.5489144,18.0665887,1.69,0.0395,10.0696,,,,0.816,,k2
126.1375509,17.7619577,0.91,,3.48928,,3742.0,4.58372,0.682132,0.650711,k2
201.4621196,-17.4831758,,0.0224,1.225,,5222.0,4.5427,0.836336,0.89,k2
133.6410515,23.1329509,2.9,0.4614,6.414008,,3620.0,4.863,0.394,,k2
128.9148087,11.8435177,33.2,,3.25182,,,,0.63,,k2
132.0098683,16.9017663,2.29,,7.728578,,4752.8,,0.679343,0.762669,k2
202.3313765,-14.3594358,2.21,0.0298,18.0971,,,,1.2247,,k2
132.6211743,17.5423852,3.2,0.1374,14.454034,,5490.0,4.548,0.802,,k2
337.9897117,-16.7453086,1.47,0.0277,4.20773,,,,0.834,,k2
176.1233077,3.2723812,2.23,0.1104,20.5107,,,,0.662,,k2
208.3794531,-16.6597257,1.08,0.1339,4.17458,,,,0.28,,k2
186.8729195,-6.7218474,1.26,,0.584272,1763.0,5163.0,4.53,0.774,0.84,k2
333.8218395,-14.049857,1.78,0.0462,22.881145,,4998.0,,0.76,,k2
59.4758973,16.3575273,2.04,0.1051,14.26763,,,,0.603,,k2
126.9728935,17.5583062,1.25,0.48,2.176955,,,,0.169,,k2
133.6410515,23.1329509,,0.4643,6.414,,3471.0,4.81805,0.4094,0.402051,k2
129.2823699,20.3992512,2.2,,14.129714,589.0,5065.0,4.61,0.74,0.81,k2
133.4538787,21.4911903,,47.0271,1.743013,,7935.6,3.7763,2.95299,1.9,k2
333.6063167,-10.6527924,,2.305,24.3949924,,6059.0,4.11642,1.53945,1.13,k2
287.510856,-16.7935986,36.2,0.602,0.5150196,,,,1.23,,k2
134.4441404,21.4532748,2.66,,30.9542,,3880.0,4.686,0.592,0.615,k2
60.3752402,15.6251296,1.60826194,,5.868699,,5580.0,4.52,0.843154,0.881538,k2
134.4441404,21.4532748,2.5,0.1496,30.954222,,4040.0,4.671,0.598,,k2
156.0115597,9.2614122,9.774,,2.491154,,6362.0,4.122,1.756,1.49,k2
186.8729195,-6.7218474,1.0,,0.584216,,5315.0,4.6,0.79,,k2
282.7778385,-19.284618,8.9894717,,3.041617,,5250.0,4.31,0.873673,,k2
174.9602543,0.603596,3.88,,11.8977,749.0,5350.0,4.556,0.824,0.892,k2
246.6429443,-15.7925384,10.83,0.7619,13.15727,,,,1.24,,k2
330.8663286,-9.3454283,2.6,0.0767,11.63547,,,,0.892,,k2
209.2333019,-9.1875616,,0.063,2.45840745,,5528.0,4.49154,0.926086,0.97,k2
186.870426,-6.1952168,0.64,,0.179719,,3697.0,5.0,0.29,,k2
170.382257,-3.0610326,5.51,1.476,1.684208,,,,0.431,,k2
