ra,dec,koi_prad,koi_depth,koi_period,koi_teq,koi_steff,koi_slogg,koi_srad,koi_smass,mission
130.0240979,19.8194993,,0.0833,1.092673,,5140.0,4.557,0.783,,k2
125.007177,14.0194586,2.7,,10.792613,,,,0.92,,k2
247.4748134,-17.2472927,1.6,0.106,14.658196,,3610.0,,0.45,,k2
169.117028,-3.9754405,2.6,0.163,2.19945,,,,0.61,,k2
338.0541631,-17.5440636,1.15,,9.7843,,3798.0,4.891,0.384,0.421,k2
244.1629354,-25.8700704,0.884,0.015,0.8411257,,4289.0,,0.66,,k2
198.8436817,-6.4649888,4.28,0.2737,17.04354,,,,0.801,,k2
199.2565541,-7.0707387,2.856,,34.383193,,5666.0,4.343,0.972,0.765,k2
282.116081,-18.9933747,4.253,,9.811589,,5953.0,4.066,1.882,1.506,k2
174.1067018,7.7529977,2.94,0.0757,28.2671,,,,1.028,,k2
21.1061587,1.7049101,1.37466396,,0.669558,,5221.0,4.6,0.815727,0.881912,k2
334.0195539,-10.5673649,2.01,0.0653,8.0549321,,4720.0,,0.72,,k2
172.8169888,1.1908377,1.44,0.0116,2.48038,,,,1.27,,k2
183.6456643,-9.5626286,1.53899305,0.0252,3.27109,1187.0,5288.0,4.473,0.889,0.856,k2
335.3081368,-12.5569819,3.41,0.131,29.626402,,5449.0,,0.86,,k2
189.9128532,-3.3705631,2.9,0.183,1.96417,1034.0,4676.0,4.62,0.69,0.71,k2
59.1527391,22.4724517,2.53,,13.734907,,4421.98,,0.634754,0.704613,k2
183.7203635,1.9681688,1.2,0.025,0.87703,1874.0,5711.17,4.45381,0.990833,1.018,k2
129.4837732,18.7902102,18.43,,24.399869,1144.0,6404.0,4.12,1.65,1.33,k2
133.2271026,23.2428226,,0.0532,0.545702,,5330.0,3.514,4.752,,k2
186.8729195,-6.7218474,1.14,0.01625,0.58426,1818.0,5315.0,4.59,0.79,0.87,k2
126.4347415,13.2881732,1.45,0.1511,5.31471,,,,0.355,,k2
129.954972,18.1351672,,0.1465,0.636109,,6100.77,4.0605,1.65628,1.15,k2
243.4509662,-24.7870527,2.73,,14.09189,663.0,5413.0,4.52,0.85,0.9,k2
290.5611381,-28.1179254,36.3,,12.364531,,,,0.76,,k2
91.4535759,23.4845208,2.78,0.0426,1.3144014,,6137.0,,1.23,,k2
162.690781,12.3893543,3.657,,28.848339,,5344.0,3.795,1.75,0.698,k2
57.7890482,20.5350814,,0.117,0.7041655,,4564.0,,9.3189,,k2
124.0293742,16.6771082,1.65,0.0494,3.41065,,,,0.701,,k2
175.206752,6.1348146,1.04,,4.1698,,5053.0,4.595,0.628461,0.802,k2
65.8590018,19.0274791,65.0,,25.2208,,6257.0,4.19,1.41,,k2
333.1100738,-16.3418863,2.14446231,,15.853989,,5554.0,4.46,0.874211,0.906739,k2
132.5235618,23.1924709,3.17,,7.14921,865.0,5484.0,4.5,0.92,0.98,k2
136.5741931,19.4020565,,0.15,19.50735025,,6128.0,4.2324,1.3636,1.158,k2
15.7219909,4.590852,2.16,0.0425,12.7256,,,,1.001,,k2
202.488752,-12.7347749,,0.0542,15.381,,5079.0,4.61492,0.752111,0.85,k2
252.426008,-19.5430504,3.48,,20.65614,583.0,5315.0,4.43,0.87,0.87,k2
11.4802354,6.3470302,1.7,,2.174769,,,,0.71,,k2
169.117028,-3.9754405,2.42,,2.198884,1093.7,3840.6,,0.542,0.571,k2
13.1943679,9.6929181,3.8,,1.921076,,,,0.86,,k2
203.5467021,-13.5769705,1.92,0.0882,7.38711,,,,0.625,,k2
94.2064312,24.5958335,2.58,,14.5662,,3769.0,4.749,0.51,0.53,k2
130.1551381,13.0146799,1.1956395,,4.145398,,6035.0,4.16,1.309274,,k2
132.7133566,19.3572704,,24.9317,1.324292,,7114.0,3.77025,2.71166,1.58,k2
130.3439097,18.9338205,2.19420598,,14.677214,,4942.0,4.66,0.769722,0.833034,k2
127.5541103,10.9101444,2.69,,6.8941,949.0,5528.0,4.35,1.06,0.96,k2
170.3118083,2.1443791,1.22,,0.444372,,5540.0,4.81,0.82,,k2
59.6471914,25.3885872,15.3,0.757,2.349545,,,,1.695,,k2
280.8765309,-25.4110574,8.7,0.573,7.457597,,,,1.037,,k2
94.2064312,24.5958335,,0.2589,14.56594,,3683.0,4.72407,0.515263,0.512936,k2
125.007177,14.0194586,2.87,,10.792635,787.0,5519.0,4.43,0.97,0.93,k2
339.6748444,-13.5600447,,0.022,2.57275378,,5718.0,4.44558,1.00125,1.02,k2
170.1031027,1.2858679,1.52,0.0436,2.3996463,,4326.0,,0.67,,k2
177.1399358,1.483155,217.0,1.32,0.18746328,,46696.0,,17.27,,k2
342.0316493,-14.4947789,1.62,,2.369193,,5481.0,4.494,0.91,,k2
243.4509662,-24.7870527,2.59811964,,6.429582,,5382.0,4.66,0.818403,0.886868,k2
78.1911989,16.7482531,25.768,,13.107894,,5732.0,4.353,1.081,0.958,k2
288.7950464,-17.5013251,2.31,0.1568,4.35967,,,,0.559,,k2
335.025662,-9.0560881,2.71,0.0589,7.49569,,,,1.079,,k2
207.9868012,-16.7067415,1.62,0.075,3.56467,,,,0.564,,k2
130.0266951,19.0923416,2.2,,2.644646,,3385.0,4.906,0.35,0.358,k2
17.3825067,-0.5177539,3.17214154,0.0538,7.055908,1148.0,5783.0,4.273,1.253,1.076,k2
334.6227504,-9.6120084,1.29,,24.158868,,3360.47,,0.330989,0.271365,k2
186.870426,-6.1952168,0.89,,0.179715,1471.0,3492.0,4.815,0.442,0.463,k2
206.5823122,-11.5563527,1.47,0.0318,4.16328,,,,0.791,,k2
169.7935178,-0.2844389,2.31,,5.06468,877.0,,,,,k2
129.0675977,17.3815875,,0.0605,1.523,,5735.72,4.49249,0.950472,1.024,k2
19.1306968,-0.290103,8.48837,1.12,50.6939885,364.0,5216.0,4.6039,0.78,,k2
210.5470248,-15.069495,,0.0331,36.152,,6318.0,4.43683,1.11514,1.24,k2
59.037486,13.5590288,2.03,0.0562,19.0912,,,,0.785,,k2
12.7700071,9.5167694,2.3,,13.683038,,,,0.99,,k2
59.1527391,22.4724517,1.02,,2.90032,,4136.0,4.791,0.494,0.562,k2
136.0883061,20.065397,2.78,0.193,63.8432,,,,0.594,,k2
138.9529161,15.1376825,,1.1511,23.897707,,5020.0,4.581,0.728,,k2
12.702046,9.9175983,1.75,0.0589,7.14238,,,,0.679,,k2
333.4267738,-12.0663429,2.08,0.0402,20.258209,,5686.0,,0.95,,k2
169.4827046,2.6190363,4.75,,0.381078,,3879.18,,0.581569,0.595292,k2
138.5565355,17.7424557,,62.7831,5.803439,,5029.0,4.35546,1.00796,0.84,k2
178.6905819,-3.0828192,1.75,0.0402,10.50439,,,,0.878,,k2
125.9528309,22.6339399,,0.1305,18.711,,4843.0,4.43623,0.890703,0.79,k2
170.1031027,1.2858679,2.17,0.0889,5.6089465,,4326.0,,0.67,,k2
201.7367736,-8.7634221,0.824,0.0658,1.054604,,,,0.3,,k2
130.3694131,12.4465352,,0.88,0.524461,,3112.0,5.06358,0.200172,0.169168,k2
245.8522044,-17.2909833,,6.49,5.6683,,3521.0,4.14993,0.956267,0.471,k2
125.4202985,13.4975122,,0.1053,8.267,,5411.15,4.48843,0.915405,0.941,k2
129.8137008,23.3574367,2.79,0.052,7.80905,,,,1.181,,k2
295.157014,-22.7217407,16.3,1.573,3.90518,,,,1.282,,k2
207.0782895,-11.5889878,,1.2649,3.588,,5036.0,4.37983,0.980071,0.84,k2
59.4758973,16.3575273,,,14.2683,,4955.0,,0.6,,k2
203.5568283,-12.1919577,2.28,0.0487,14.4307,,,,0.986,,k2
126.9366624,17.5793267,,1.263,5.185972,,4664.8,4.68264,0.649127,0.74,k2
132.142853,17.1905813,,0.076,9.56332821,,4432.16,,,,k2
20.7789809,0.8890076,1.75,0.0365,4.19121,,,,0.889,,k2
22.1213485,3.112815,3.8,0.0775,3.31347,,,,0.824,,k2
244.0668921,-28.6491427,,0.091,3.32592848,,4017.0,,60.6949,,k2
127.762837,10.8475571,14.68379,,8.4061,,4790.0,3.26,4.2,1.16,k2
100.3787709,20.9218836,,0.0431,3.23792,,4500.0,4.67558,0.639668,0.707,k2
174.7455392,-3.9055746,2.37,0.12,10.00329,563.0,4197.0,,0.6,0.63,k2
338.844896,-7.469895,2.16,0.0384,7.8173399,,5800.0,,1.01,,k2
205.2371043,-11.0093342,4.18,0.1692,14.78708,,,,1.0085,,k2
175.9080328,6.5637842,,1.459,2.65662719,,5634.18,,,,k2
135.585245,20.4303139,,99.2969,2.851451,,7137.0,3.9455,2.22321,1.59,k2
339.9192984,-8.7145697,2.94,0.0712,19.565086,,5804.0,,1.01,,k2
100.8480137,27.2521823,17.0,,2.790963,,6863.0,4.08,1.88,1.53,k2
132.667423,17.5248832,,0.4206,14.707213,,5167.0,,2.19732,,k2
133.8665993,10.0453099,15.9004,1.1087,3.1393667,1597.0,5653.4,4.08,1.52,,k2
245.4405531,-23.548273,46.0,,1.25784906,1688.0,5340.0,4.45,1.138,0.92,k2
346.6263919,-5.0434618,1.148,,,,,,,0.089,k2
346.6263919,-5.0434618,,,12.3535557,197.3,2520.0,,0.1234,0.0898,k2
172.560141,7.5878315,,0.354,32.92801934,,3464.0,4.7864,0.444516,0.440668,k2
59.1527391,22.4724517,2.04,,13.7311,,4136.0,4.791,0.494,0.562,k2
285.4688322,-18.4681649,21.9,,11.587502,,,,1.0,,k2
342.3858995,-10.6754686,11.8,0.92,2.4841939,,5994.0,,1.13,,k2
342.3858995,-10.6754686,,,2.4841976,,6100.0,4.29,1.26,1.14,k2
163.0323119,0.493167,9.52763359,0.2814,11.633478,1046.0,5445.0,4.044,1.642,1.09,k2
338.3682095,-9.0229405,6.4,,4.60547,1550.0,4915.0,3.58,3.08,1.38,k2
19.4493823,6.8688469,,,5.8176015,,5627.0,4.4,1.047,1.007,k2
331.3563908,-7.3104388,3.18,0.0308,1.13666,,,,1.724,,k2
135.2256611,23.6101958,,24.4959,0.699705,,6804.44,3.95889,2.09781,1.46,k2
62.670422,24.4016558,13.33871,,3.2588321,1171.0,5358.0,4.54,0.86,0.94,k2
181.6324078,-5.8274311,2.81,,32.6527,,3940.0,4.657,0.631,0.654,k2
334.5266988,-13.4371919,2.21,0.0843,14.454495,,4521.0,,0.7,,k2
355.128863,-11.0214947,2.17365,0.0862,5.1392756,706.0,4014.0,4.53,0.71,,k2
335.0949721,-9.5097112,2.52,0.126,0.62309386,,4231.0,,0.65,,k2
133.0646554,17.4889818,,3.1653,1.085097,,6503.37,3.61442,2.97681,1.33,k2
17.1423772,2.9994981,1.3,0.0197,4.4358,,,,0.879,,k2
204.7792935,-6.0417592,1.21,,7.122605,879.0,5558.0,4.46,0.86,0.79,k2
132.1698795,20.4550162,,0.083,3.28046294,,4783.55,4.5927,0.735345,0.772,k2
246.8110909,-27.9571047,20.1,1.2279,13.00819,,,,1.76,,k2
130.398549,18.7429979,9.6,,1.648932,,3440.0,,0.46,,k2
133.8557342,10.4692176,2.45117748,0.1566796,1.29160335703,856.69,3689.0,4.72452,0.514745,,k2
171.2359519,-2.0851597,7.65729,0.1935,2.5194039,,6380.0,,1.76,,k2
65.469614,21.3532633,1.95,,13.85402,,3919.0,4.732,0.526,0.54,k2
131.3583524,19.698401,2.668,,19.660302,331.0,3660.0,4.783,0.473,0.496,k2
131.473165,13.752736,,35.6389,1.518232,,5510.0,4.237,1.209,,k2
133.6410515,23.1329509,3.03,,6.413766,445.0,3560.0,4.85,0.41,0.43,k2
169.117028,-3.9754405,4.37,0.638,3.471285,,3720.0,,0.5,,k2
169.117028,-3.9754405,4.51,,3.471149,939.3,3840.6,,0.542,0.571,k2
130.180046,10.9829509,2.9,,4.736834,,,,0.82,,k2
133.6410515,23.1329509,2.6,,6.413718,,,,0.35,,k2
169.483654,5.988289,2.29,0.1337,8.75198,,,,0.634,,k2
126.9366624,17.5793267,7.52,,5.1857539,738.0,4690.0,4.63,0.67,0.69,k2
335.3081368,-12.5569819,3.20569097,,29.62682,,5569.0,4.61,0.868889,0.934356,k2
52.8888524,22.4348186,2.27,0.0536,4.27681,,,,0.938,,k2
19.5505861,2.7027847,16.14096,0.755,4.0460435,1729.0,6410.0,4.1,1.696,1.32,k2
348.9490311,-10.8497391,2.904,,12.75758,,5356.3,4.54,0.863,0.935,k2
23.3042282,5.6452094,17.2,,0.728639,,,,0.69,,k2
133.1478987,17.4997633,15.3816,0.6055,3.6079916,1228.0,5308.3,,1.89,,k2
339.3096463,-15.5141494,2.9,0.157,2.3181466,,4343.0,,0.67,,k2
129.1783954,19.1738012,,1.7941,3.477,,5225.91,4.53759,0.84127,0.89,k2
171.5151874,1.2306237,4.45,,6.77145,,5320.0,4.6,0.85,0.89,k2
78.9198197,16.2786991,13.70374653,0.53838458,6.18026138745,1406.03,6513.0,4.08,1.73931,,k2
52.8888524,22.4348186,3.54381082,0.15276749,8.75470797754,840.29,5888.0,4.57,0.889347,,k2
133.8179435,11.5488678,14.3194,0.641,4.8740385,1490.0,6504.4,4.05,1.8,,k2
130.180046,10.9829509,,0.115,4.73730765,,5180.6,4.58536,0.790862,0.878,k2
129.1405227,14.4618826,,0.037,16.99291698,,5237.31,4.61771,0.767142,0.89,k2
184.1040264,-9.5159249,316.73370059,,25.988289,,4382.0,2.07,15.95329,,k2
79.1407971,20.2549034,,,4.7948599,,4140.0,4.67,0.607,0.63,k2
169.6327547,-1.7740582,12.6001269,2.30432055,1.72926812424,1073.56,4377.0,4.50156,0.766495,,k2
334.6227504,-9.6120084,0.75,,5.57739,,3497.0,5.048,0.232,0.217,k2
52.3420548,22.2993491,14.83669218,1.68699465,4.09847409321,1078.61,5198.0,4.33,1.06395,,k2
96.679195,25.2050015,20.0,0.7124,5.319075,,,,2.28,,k2
203.7581951,-17.5034961,14.72860064,,4.465631,1342.0,6096.0,4.393,1.09,1.071,k2
100.8480137,27.2521823,,,2.790833,,6568.0,4.26,,,k2
128.3109799,17.2614182,1.29,0.0367,1.88993,,,,0.638,,k2
129.3625717,18.9766197,14.8,,10.134279,,,,0.43,,k2
134.4441404,21.4532748,2.65,,30.956763,,4075.67,,0.571015,0.649093,k2
171.5151874,1.2306237,4.68,0.282,6.7714021,,5247.0,,0.81,,k2
348.9490311,-10.8497391,,,3.559823,,5354.7,4.55,0.834,0.891,k2
123.3818484,16.419516,5.38526663,0.09302504,4.73355750515,1377.32,5496.0,3.93163,1.75896,,k2
133.8665993,10.0453099,16.419,,3.139404,,5716.0,4.047,1.53,0.952,k2
99.8979924,25.4824005,13.26706229,2.5455085,3.79985358153,782.65,4133.4,4.48806,0.759375,,k2
133.8557342,10.4692176,2.1,,5.443984,,,,0.52,,k2
168.5825696,2.7805614,2.53,0.1,31.646306,,4810.0,,0.73,,k2
64.6449782,19.1790392,6.52133,0.1861,0.8706763,1729.0,6121.0,4.16573,1.47,,k2
290.8101704,-20.1663771,14.42,0.847,1.9153196,,,,1.592,,k2
126.3882156,10.1705808,5.01,0.1243,1.385246,,,,1.407,,k2
174.2662454,-0.90721,2.04,,19.15344,889.0,6445.0,,1.12,,k2
202.0161895,-15.9379749,2.29015537,0.05208002,6.32668003682,953.97,5673.0,4.46318,0.975383,,k2
153.3500149,3.9601293,2.378,,5.751763,,4256.0,4.623,0.726,0.802,k2
127.762837,10.8475571,10.61,,8.406726,1499.0,4717.0,3.22,4.47,1.2,k2
137.132549,18.528433,34.30556244,,19.640123,,6398.0,4.03,1.743843,,k2
335.057616,-13.1147717,3.76,,5.87975,,4056.0,4.883,0.393,,k2
172.560141,7.5878315,2.28,,32.9418,,3496.0,4.858,0.4,0.42,k2
130.2511429,13.6765266,,25.0566,0.597258,,5374.42,4.06755,1.47741,0.93,k2
178.1105741,4.2546649,3.1,0.14,11.808398,,4992.0,,0.76,,k2
131.1913594,16.2436537,12.597,,4.746159,,5878.0,3.977,2.207,1.677,k2
123.3818484,16.419516,5.28,,4.73401,1446.0,5474.0,3.99,1.75,1.121,k2
128.0731788,22.005792,1.85858,0.0497,7.1123703,917.0,5595.7,4.52,0.91,,k2
126.5535002,12.281851,11.55,1.7257,20.27285,,,,0.831,,k2
99.8979924,25.4824005,,,3.7998529,,,,,,k2
136.5741931,19.4020565,5.84689735,,19.491795,,6046.0,4.14,1.410092,,k2
10.8020706,1.4705845,1.06218625,,3.68034,,5121.0,4.69,0.774992,,k2
127.5541103,10.9101444,2.84,,6.894256,962.0,5608.0,4.38,1.07,0.99,k2
202.0161895,-15.9379749,2.16,0.045,6.32669,,,,0.974,,k2
136.5741931,19.4020565,5.50689,0.17,19.4921473,662.0,6128.0,4.23,1.36,,k2
130.0093645,16.3723455,,0.6106,8.657975,,5370.0,4.45,0.891,,k2
134.4441404,21.4532748,3.0,,30.952606,,,,0.64,,k2
127.5541103,10.9101444,,0.0585,6.893,,5573.0,4.38219,1.05734,0.983,k2
19.6101417,6.8167277,10.3,,4.024881,,,,0.73,,k2
337.3577853,-8.2666588,0.96,0.0762,0.434832,,,,0.333,,k2
104.7032827,19.1929542,81.0,1.5771,21.17051,,,,2.536,,k2
100.8480137,27.2521823,16.72,0.9773,2.790862,,,,1.439,,k2
132.6211743,17.5423852,2.7,,14.453513,,,,0.74,,k2
12.7736909,-1.1958844,1.18,0.021,4.9234,,,,0.776,,k2
154.6710977,10.1288464,,,11.8144024,,5499.0,,1.657,,k2
133.8557342,10.4692176,2.03,,1.2916,868.0,3778.0,4.75,0.51,0.54,k2
59.6471914,25.3885872,53.42672849,,2.349515,,6254.0,3.19,5.410002,,k2
52.3420548,22.2993491,13.405964,,4.098507,1185.0,5581.0,4.484,0.941,0.984,k2
128.0731788,22.005792,2.7,0.0553,7.112134,,5800.0,4.409,1.042,,k2
130.180046,10.9829509,2.76720668,,4.736884,,5159.0,4.59,0.790138,0.846996,k2
331.203092,-12.019067,,,589.57,,,,1.156,1.058,k2
338.6062312,-13.7318044,7.655747,,3.00265,1400.0,5500.0,4.07,1.12,0.97,k2
331.203092,-12.019067,,,580.7,,5576.0,4.354,1.16,1.11,k2
331.203092,-12.019067,3.6,,9.03079,,5576.0,4.33938,1.11133,0.984,k2
333.7518786,-17.2508002,,,2.8493,,4279.0,4.52788,0.737576,0.669,k2
331.203092,-12.019067,1.82,,0.789636,,5576.0,4.354,1.16,1.11,k2
253.7688479,-28.7105836,18.49485,,2.18056,1884.0,6257.0,4.24,1.43,1.28,k2
331.203092,-12.019067,,1.034,4.1,,5565.0,4.29,,,k2
188.6967878,-10.3197103,10.81712595,1.12387292,15.78141032642,726.65,5780.0,4.438,1.0,,k2
331.203092,-12.019067,,,4.15914806,,,,,,k2
331.203092,-12.019067,3.65,,9.030501,,,,1.156,1.058,k2
331.203092,-12.019067,,,9.03052118,,5552.0,,1.137,1.04,k2
331.203092,-12.019067,,,592.5,219.3,5476.0,4.27,1.144,1.01,k2
331.203092,-12.019067,12.9,,4.16071,,5576.0,4.354,1.16,1.11,k2
331.203092,-12.019067,,,4.1591409,1275.0,5576.0,4.32,1.15,1.026,k2
331.203092,-12.019067,1.817,,0.789593,,5576.0,4.33938,1.11133,0.984,k2
331.203092,-12.019067,10.5,1.27,4.1591739,,5427.0,,0.86,,k2
331.203092,-12.019067,1.64,,0.789518,,5950.0,4.32,1.1,1.003,k2
60.7929729,16.347166,2.49179901,,19.562743,,4500.0,4.62,0.63908,0.668401,k2
63.2739346,15.2477027,,,3.48456248,,3180.0,,0.295,0.294,k2
123.3818484,16.419516,7.56448313,,4.73379,,5414.0,3.75,2.306381,1.28805,k2
208.9014508,-6.1360833,1.74,,3.225286,842.0,4507.0,4.6,0.68,0.69,k2
171.2359519,-2.0851597,,0.215,2.51881781,,6380.0,,1.76277,,k2
354.1624687,-3.2611299,2.532,,16.607299,,4878.0,4.685,0.756,1.011,k2
127.762837,10.8475571,10.1248,0.0533,8.4071591,910.0,4642.6,,4.71,,k2
132.5235618,23.1924709,3.51,0.1224,7.14998,,,,0.919,,k2
63.2739346,15.2477027,3.44,1.155,3.48456408,494.0,3207.0,4.944,0.2932,0.2634,k2
23.3042282,5.6452094,6.95273914,3.82167895,0.36432247904,1086.47,3473.0,4.87657,0.347331,,k2
55.228521,12.572448,,0.06,8.2008,,4865.6,4.53827,0.793476,0.793,k2
349.0634651,0.3066895,,,4.5334686,,,,,,k2
126.4643579,10.246577,2.31,,8.867209,731.0,5358.0,4.58,0.72,0.72,k2
208.7737624,-5.4424943,10.53585955,,18.248708,,6033.0,3.78,2.276457,1.424556,k2
289.202402,-19.3559227,5.69,0.4291,3.142811,,,,0.822,,k2
62.670422,24.4016558,,1.762,3.2591993,,5387.06,4.58431,0.817114,0.935,k2
208.9014508,-6.1360833,,0.1431,7.374,,4550.0,4.60155,0.701485,0.717,k2
59.6471914,25.3885872,14.6551,0.9053,2.3494903,1690.0,7418.5,4.31,1.51,,k2
335.6233145,-7.9563525,2.3,,2.260435,,3292.75,,0.279867,0.201355,k2
335.6233145,-7.9563525,2.67947389,0.608202,2.26043458212,547.92,3236.0,4.88,0.341024,,k2
331.203092,-12.019067,3.576,,9.03077,,5552.0,4.3437,1.137,1.04,k2
331.203092,-12.019067,1.773,,0.79,,5552.0,4.34,1.125,1.008,k2
331.203092,-12.019067,1.808,,0.7895933,,5552.0,4.3437,1.137,1.04,k2
331.203092,-12.019067,,,588.8,,5552.0,4.3437,1.137,1.04,k2
203.7581951,-17.5034961,14.572,1.58,4.465633,,5960.0,,1.06,1.01,k2
203.7581951,-17.5034961,14.8,,4.465635,,,,1.11,,k2
203.7581951,-17.5034961,,,4.4656299,,5960.0,,1.06,1.01,k2
333.7518786,-17.2508002,3.82,,2.849258,,4456.0,4.673,0.63,0.696,k2
338.6062312,-13.7318044,6.45,0.479,3.0026376,,5425.0,,0.86,,k2
338.6062312,-13.7318044,,0.44,3.00234671,,5630.0,4.11247,1.45479,1.0,k2
253.7688479,-28.7105836,16.06246934,1.416,2.18053332,1759.0,6180.0,4.353,1.236,1.256,k2
253.7688479,-28.7105836,16.19697711,1.385,2.18053539,1828.0,6360.0,4.339,1.261,1.263,k2
253.7688479,-28.7105836,,,2.1805338,,,,,,k2
207.0782895,-11.5889878,8.37,,3.588163,809.0,4575.0,4.65,0.66,0.72,k2
125.4202985,13.4975122,3.4,,8.26726,805.0,5373.0,4.45,0.905,0.94,k2
131.1913594,16.2436537,10.3209,0.194,4.7464485,1141.0,5890.5,3.76,2.26,,k2
65.469614,21.3532633,,,13.853487,,3919.0,4.732,0.526,0.54,k2
129.8137008,23.3574367,2.62511304,,7.807595,,5982.0,4.36,1.109202,1.106611,k2
59.6471914,25.3885872,15.8,,2.349455,,7056.0,4.06,1.81,,k2
127.882912,11.922255,,1.47,11.38576954,,4913.0,4.46161,0.875936,0.81,k2
355.128863,-11.0214947,,0.073,5.138,,,,,,k2
342.0316493,-14.4947789,,0.025,2.36840828,,5394.0,4.47392,0.930331,0.94,k2
76.44594,21.548199,1.50436,0.0284,2.2251639,1203.0,5509.0,4.5,0.92,,k2
61.331654,20.1570318,8.23860081,,40.2,,5050.0,,1.278,1.17,k2
347.7043164,-7.8575592,,0.7448,3.2047072,,5342.0,,,,k2
202.0161895,-15.9379749,,0.042,6.3297696,,5673.0,4.46318,0.975383,1.008,k2
252.426008,-19.5430504,3.48,,20.65614,,5315.0,4.43,0.87,0.87,k2
182.1662666,-8.7472172,,,9.172616,,4840.0,3.297,3.85,1.08,k2
91.1082862,22.4994502,16.65896453,1.03382193,3.47323985883,1767.12,7406.97,4.27763,1.56373,,k2
73.7667927,18.654323,11.209,,11.168454,1030.0,6154.0,4.379,1.161,1.188,k2
127.5787231,22.2359194,13.96,,2.995633,1559.0,6071.0,4.18,1.44,1.15,k2
62.670422,24.4016558,12.05607716,,3.258824,,5392.0,4.59,0.857501,0.923184,k2
169.7935178,-0.2844389,2.41,,5.06416,801.0,4870.0,4.52,0.74,0.78,k2
126.4643579,10.246577,4.28539694,0.16999442,8.86528860869,691.34,5368.0,4.71954,0.697439,,k2
132.1698795,20.4550162,2.24,,3.280961,905.0,4812.0,4.61,0.73,0.79,k2
291.401691,-23.2608974,12.4,,1.151471,,,,1.64,,k2
172.560141,7.5878315,2.24,0.285,32.94488,272.0,3503.0,,0.394,0.413,k2
126.9366624,17.5793267,,,5.1857532,,4471.38,,0.768,0.711514,k2
243.4509662,-24.7870527,1.57,0.0358,4.4436,,,,0.792,,k2
70.1493775,25.0098135,1.73,0.0987,26.5841,296.0,3655.0,,0.455,0.461,k2
99.8979924,25.4824005,10.581296,,3.799847,,4390.0,,0.617,0.645,k2
136.5741931,19.4020565,,,19.4921498,,6025.0,4.25,1.38,1.18,k2
73.7667927,18.654323,,,11.16844233,,6154.0,4.379,1.161,1.188,k2
252.426008,-19.5430504,3.134,,20.66093,634.0,5271.0,4.49,0.86,0.83,k2
126.4882114,11.5110933,5.2,,10.136448,1092.0,6172.0,4.13,1.57,1.2,k2
252.426008,-19.5430504,2.88,0.135,20.660987,,4686.0,,0.72,,k2
127.762837,10.8475571,10.88,0.068,8.40685,,,,4.09,,k2
331.203092,-12.019067,,,4.1591492,,5552.0,,1.137,1.04,k2
331.203092,-12.019067,3.06,0.107,9.0305419,,5427.0,,0.86,,k2
136.5741931,19.4020565,,0.1381,19.491,,6128.0,4.2324,1.3636,1.158,k2
63.2739346,15.2477027,,,3.4845627,,3180.0,,0.295,0.294,k2
126.9366624,17.5793267,9.12,,5.185754,,4471.38,,0.768,0.711514,k2
172.560141,7.5878315,1.4,0.3098,32.94171,,,,0.249,,k2
131.2665588,13.5497322,3.3,,4.400037,,,,0.82,,k2
291.4787013,-23.2028183,13.4,,4.175187,,,,1.15,,k2
128.1695507,23.0320039,,0.1878,0.898,,,,,,k2
14.8759777,4.2277722,2.5,,8.596724,,,,1.29,,k2
136.1699005,20.9314478,15.9,0.4228,4.445559,,6520.0,3.932,2.237,,k2
339.7266671,-14.9256728,21.3,10.4,0.80032756,,4028.0,,0.61,,k2
186.0853062,-6.3789537,12.67,1.259,4.00167,1238.0,6027.0,4.39,1.1,1.08,k2
289.202402,-19.3559227,7.76,,3.142702,1446.0,6357.0,4.36,1.17,1.16,k2
172.560141,7.5878315,2.279,,32.939614,,3457.0,,0.411,0.359,k2
169.117028,-3.9754405,5.16,0.665,3.471136,,,,0.61,,k2
333.2125206,-10.9261373,1.65,0.044,12.647849,,4711.0,,0.72,,k2
55.228521,12.572448,2.49801045,,8.199814,,5070.0,4.67,0.783982,0.851503,k2
133.8557342,10.4692176,1.75,0.1686,5.44425,,,,0.4,,k2
126.9366624,17.5793267,7.44,1.3112,5.185758,,,,0.637,,k2
153.3500149,3.9601293,2.354,,10.472764,,4256.0,4.623,0.726,0.802,k2
289.4007603,-22.3900092,17.7,1.3734,3.619167,,,,1.51,,k2
126.4882114,11.5110933,,0.0869,10.136,,6283.0,4.17177,1.50696,1.23,k2
126.4882114,11.5110933,4.6,0.1043,10.13682,,,,1.37,,k2
130.180046,10.9829509,2.76,,4.736837,885.0,5165.0,4.58,0.8,0.88,k2
57.2255456,13.4831393,1.95611,0.0697472,2.294185,1065.39,5062.0,4.62,0.707445,,k2
188.1373172,-9.6076115,,,6.5692045,,5654.0,4.452,0.987,1.005,k2
70.1493775,25.0098135,1.48,0.098,4.8682,,3655.0,,0.47,0.51,k2
291.4787013,-23.2028183,13.70940899,1.40266941,4.17471430219,1185.55,5859.0,4.38969,1.08854,,k2
129.1783954,19.1738012,11.85710209,1.99864254,3.47701708869,1017.26,5225.91,4.53759,0.84127,,k2
79.1407971,20.2549034,2.78,,4.795069,653.0,4140.0,4.67,0.607,0.63,k2
79.1407971,20.2549034,3.3985,0.228,4.7948642,919.0,4072.0,4.62,0.65,,k2
